business_id,date,stars,croissant,cake,cupcakes,cupcake,sandwich,wine,bread,toast,chocolate,salad,cheese,brunch,eggs,egg,chicken,donut,donuts,pastries,pastry,benedict,bacon,sandwiches,avocado,sourdough,cookie,fruit,croissants,salmon,butter,macarons,cream,burrito,turkey,strawberry,lobster,almond,caramel,blackberry,burger,blueberry,muffin,gourmet,sausage,cinnamon,grilled,raspberry,bagels,tomatoes,macaron,pasta,desserts,Steak,omelette,apple,soup,potatoes,brioche,danish,pie,biscuit,scones,tuna,brownie,tart
Ss6f5v_t5Vddiaz4ZOxL0g,2015-03-04 03:34:35,5,,,,,,,,,,,,,,,,,,,0.7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-10-15 16:07:14,4,,,,,,,,,,,,,,,,,,0.8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2009-02-01 23:23:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-05-29 18:16:41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2018-10-13 18:33:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-03-30 18:30:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2017-11-22 06:47:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-08-19 02:38:17,5,,0.5423,,,,0.7906,,,,,,,,,,,,,,,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2016-07-02 17:34:23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2016-08-10 18:33:23,5,0.54125,,,,,,,,0.5719,,,,,,,,,-0.296,,,,,,,,,0.5106,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2013-07-09 21:27:44,4,,0.5106,,,,,,,0.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2013-07-07 00:18:16,4,,,,,,,,0.5994,,,,,0.5994,0.5994,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2011-12-20 07:14:29,4,,0.296,0.296,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2017-10-08 00:50:47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2012-04-18 23:39:44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5994
0RxU5OglQyPVtLKC1LPgsA,2018-12-28 12:36:47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2015-05-24 00:10:25,1,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2018-07-24 18:30:06,5,0.5859,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-03-30 22:50:11,5,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-02-28 00:07:07,5,,,,,,,0.6369,,,,,,0.4201,0.4201,,,,,,0.4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2014-06-23 09:28:01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-12-16 05:17:59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2019-04-16 22:18:45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2015-12-31 23:11:43,3,,0.4588,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2016-07-19 01:33:54,3,,0.296,0.296,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2011-08-10 09:55:33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2014-07-08 02:17:36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2017-08-27 19:27:54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-11-17 20:19:58,3,,,,,,,,,,,,,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5328999999999999,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2018-11-20 17:16:33,5,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,0.4927,,,,,,,,,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-04-17 17:56:56,5,,,,,,,,,,,,,,,,0.8225,0.8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2017-06-22 19:31:47,3,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2010-06-23 22:05:47,4,,0.5719,,,,,,,,,0.5719,0.4588,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2011-06-20 04:28:56,4,,,,,,,,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2015-08-02 16:07:05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-12-29 03:20:32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2012-04-25 06:01:51,5,,,,,,,,,,,,,0.4215,0.4215,,,,0.61815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-01-14 19:20:08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2014-02-19 05:52:25,5,0.71345,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2014-05-07 01:23:59,5,,0.5859,0.5859,0.5859,,,,,,0.19883333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-08-20 16:25:58,5,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-10-19 16:41:38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2012-07-31 17:32:37,2,,-0.4767,-0.4767,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-06-03 22:13:28,5,,,,,,,,,,,,0.4588,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2016-02-06 18:25:59,5,,,,,,,,,,,,,,0.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2014-04-08 22:59:29,3,0.40605,,,,,,,,,,0.2473,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,,,,,,,,,0.2473,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2019-02-01 15:54:38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-09-02 15:13:18,5,,,,,,,,,,,,,,,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2017-06-09 17:30:07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2010-09-06 23:28:15,4,,,,,,,,,,0.4215,-0.5106,,,,,,,,0.7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2014-09-18 03:17:26,5,,0.16310000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2010-12-15 19:39:40,3,,,,,,,,,,,0.5994,,,,,,,,0.8126,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-12-29 17:40:38,5,,0.7579,,,,,0.4404,,,,,,,,,,,0.4404,,0.7579,,,,,,,,,,,,,,,,,,0.7579,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2009-07-30 05:03:29,4,,0.743,0.743,0.743,,,,,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2014-09-11 17:25:35,5,-0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,-0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-07-23 03:27:15,4,,,,,,,,,,,,,,0.743,,,,,0.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-11-22 00:04:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2018-08-13 07:21:48,4,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2015-03-02 19:54:38,5,-0.0516,-0.04060000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2015-07-14 17:05:52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2011-09-23 02:46:46,4,,,,,,,,,,,,0.1027,,,,,,0.33716666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3443,,,,,,0.6597
UuRZpgZsHX7PyykHV3wbZg,2017-04-14 04:25:13,5,,0.5719,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2016-02-22 04:54:05,5,,,,,0.4927,,,,,,,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2011-07-26 15:07:49,4,,,,,,0.5328999999999999,,,,,0.4588,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2015-12-29 19:24:00,4,,,,,,,,,,,,,,,,,,,,,0.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2018-01-15 17:28:46,5,,,,,,,,,,,,,0.6249,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2016-05-16 19:01:06,5,,,,,,,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2017-10-24 18:48:36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-01-04 18:13:42,5,,,,,,,,,,,,,,,,,,,0.72515,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,,,,,,,,,,,,,0.7906,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2016-05-28 17:07:57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2014-03-02 22:02:41,3,,0.5027666666666667,,0.53395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-09-04 15:44:15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2017-06-14 00:27:03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5423,,
0RxU5OglQyPVtLKC1LPgsA,2019-03-15 05:03:26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2015-02-11 09:44:20,5,,0.5859,0.5859,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-10-01 05:40:47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2010-06-30 06:30:53,5,,,,,,,,0.6597,,,,,,,,,,0.6249,,,,,,,0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2013-03-04 05:13:19,3,,,,,,,,,,,,,,,,,,,,,,,,,0.7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,,
UuRZpgZsHX7PyykHV3wbZg,2016-03-26 23:29:29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2009-08-31 23:15:59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2011-05-16 21:10:44,5,,,,,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2019-02-24 20:57:21,5,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2019-02-24 23:41:59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2015-08-04 03:22:53,5,-0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2010-09-20 20:25:02,5,-0.5994,,,,,,,,,,,,,,,,,0.2732,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u9oG6CVhS9dJR5ZHS5q23A,2018-10-24 20:49:13,5,,0.4033,,,,,,,0.40605,,,,,,,,,,,,,,,,,,,,,,0.4033,,,0.2732,,-0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2015-11-27 18:24:20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-12-25 00:33:40,2,,,,,-0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2263,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-03-12 14:05:23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,,,,,,,,,,,,,,,,,,0.5106,,,,,,,0.5106,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-09-25 20:55:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-03-01 16:03:49,5,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2013-03-26 04:54:27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2010-05-04 22:43:29,4,,0.3182,,,,,,,0.6419666666666667,,,0.1618,,,,,,,,,,,,,,,,,0.3182,,0.6369,,,,,,,,,,,,,0.7506,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2009-10-06 06:27:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-10-14 20:11:51,5,,,,,,,,,,,0.6369,,,0.6369,,,,0.7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2011-04-04 03:01:59,5,,,,,,,,0.7906,,,,,,,,,,,-0.01375000000000004,,,,,,,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2014-02-18 20:52:07,5,,,,,0.5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2019-01-31 01:57:06,3,,0.5413,,,,,,,,,,,,,,,,-0.6705,,,,,,,,,,,,,,,,,,0.2023,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2587,,
UuRZpgZsHX7PyykHV3wbZg,2019-01-18 00:10:35,4,,0.4404,0.4404,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2015-05-11 18:42:59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2016-12-30 00:17:35,5,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2010-11-21 14:33:52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2009-02-16 21:43:23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2016-12-29 05:52:23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2019-01-14 07:12:31,5,,,,,0.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2013-07-11 00:51:58,5,0.6369,,,,,,,,,,,,,0.4767,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2009-07-10 06:38:07,2,,,,,,,0.5719,,,,,,-0.4771666666666667,-0.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2017-06-22 19:00:56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2012-09-25 04:03:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5859,,,,,,,0.5859,,,,,,,,,,,,,,,,,,,,,0.31875
YrNtBUOUOYwmRZ_UVwH8iQ,2016-06-28 04:42:56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2019-03-21 00:18:53,3,0.56555,,,,0.7096,,,,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2014-10-22 20:28:41,5,,,,,0.6908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RxU5OglQyPVtLKC1LPgsA,2018-12-04 17:05:10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XgehM3pBZWuXi45J2dqRJQ,2015-05-09 15:01:54,5,,,,,,,,,,,,,,,,,,,,,,,,,0.8591,,,,,,,,,,,0.8591,,,0.8591,,,,,,,,,,,,0.3612,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2008-02-20 01:21:56,3,,0.32965,0.5267,0.5267,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2010-04-02 17:59:50,4,,,,,,0.5719,,,,,,,,,,,,,,,,,0.7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2011-07-25 22:43:20,3,,0.40080000000000005,0.5955,0.40080000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,2010-06-19 17:55:54,4,,-0.7506,,,,,,,0.8516,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2018-01-08 18:17:53,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5818,,,0.2732,,,,,,,,,,,,,,,,,,,,0.6124,,,,,,,,,,,,,
VAIOtbsxdNmuhUKkQZFRlA,2013-08-22 22:52:30,5,0.45625000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YrNtBUOUOYwmRZ_UVwH8iQ,2013-07-11 16:12:08,4,,,,,,,,,,,,,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2016-09-17 06:38:58,5,,,,,,0.5106,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2010-02-19 04:05:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019,,,,,,,,,,
Ss6f5v_t5Vddiaz4ZOxL0g,2017-05-07 06:42:07,4,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939
